ISSN,Titulo,Area de Avaliacao,Estrato,Quadrienio
2211-3207,INTERNATIONAL JOURNAL FOR PARASITOLOGY: DRUGS AND DRUG RESISTANCE,FARMÁCIA,A2,2017-2020
2211-3355,PREVENTIVE MEDICINE REPORTS,EDUCAÇÃO FÍSICA,A3,2017-2020
2211-3398,CURRENT OPINION IN CHEMICAL ENGINEERING,MATERIAIS,A1,2017-2020
2211-3428,CELLULAR ONCOLOGY,MEDICINA III,A4,2017-2020
2211-3452,"HORTICULTURE, ENVIRONMENT AND BIOTECHNOLOGY (PRINT)",CIÊNCIAS AGRÁRIAS I,A2,2017-2020
2211-3533,ANTI-INFECTIVE AGENTS,BIOTECNOLOGIA,B2,2017-2020
2211-3649,JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS,MEDICINA II,A4,2017-2020
2211-3681,JOURNAL OF APPLIED RESEARCH IN MEMORY AND COGNITION,PSICOLOGIA,A3,2017-2020
2211-3797,RESULTS IN PHYSICS,ENSINO,A4,2017-2020
2211-3835,ACTA PHARMACEUTICA SINICA B,INTERDISCIPLINAR,A1,2017-2020
2211-4122,JOURNAL OF CARDIOVASCULAR ECHOGRAPHY,MEDICINA II,B1,2017-2020
2211-4599,INTERNATIONAL JOURNAL OF SPINE SURGERY,MEDICINA I,B1,2017-2020
2211-4645,ENVIRONMENTAL DEVELOPMENT,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,A1,2017-2020
2211-467X,ENERGY STRATEGY REVIEWS,ENGENHARIAS IV,A2,2017-2020
2211-5242,"DISABILITY, CBR & INCLUSIVE DEVELOPMENT",NUTRIÇÃO,B2,2017-2020
2211-5374,MICRORNA (ONLINE),CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2211-5447,CURRENT CATALYSIS,FARMÁCIA,B4,2017-2020
2211-5463,FEBS OPEN BIO,MEDICINA I,A4,2017-2020
2211-5501,CURRENT BIOTECHNOLOGY,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
2211-551X,CURRENT BIOTECHNOLOGY,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
2211-6753,SPATIAL STATISTICS,ENGENHARIAS III,A3,2017-2020
2211-6834,LINGUISTIC VARIATION (IMPRESSO),INTERDISCIPLINAR,A2,2017-2020
2211-6923,OPERATIONS RESEARCH FOR HEALTH CARE,ENGENHARIAS III,A2,2017-2020
2211-6958,"DISCOURSE, CONTEXT AND MEDIA",LINGUíSTICA E LITERATURA,A1,2017-2020
2211-7156,RESULTS IN CHEMISTRY,ENGENHARIAS II,C,2017-2020
2211-7393,PHARMACEUTICAL NANOTECHNOLOGY,MATERIAIS,B1,2017-2020
2211-7539,MEDICAL MYCOLOGY CASE REPORTS,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
2211-8039,BIOMEDICINE (ONLINE),MEDICINA II,A4,2017-2020
2211-8160,GLOBAL HEART (PRINT),MEDICINA I,A2,2017-2020
2211-8837,HEALTH POLICY AND TECHNOLOGY,FARMÁCIA,A4,2017-2020
2211-9124,GLOBAL FOOD SECURITY,NUTRIÇÃO,A2,2017-2020
2211-9132,KIDNEY RESEARCH AND CLINICAL PRACTICE,DIREITO,A1,2017-2020
2211-9175,EUROPEAN ENERGY JOURNAL,ECONOMIA,B4,2017-2020
2211-9264,ALGAL RESEARCH,CIÊNCIA DE ALIMENTOS,A1,2017-2020
2211-9434,TIJDSCHRIFT VOOR ENTOMOLOGIE,BIODIVERSIDADE,B3,2017-2020
2211-9493,TRENDS IN NEUROSCIENCE AND EDUCATION,CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
2211-9736,TOURISM MANAGEMENT PERSPECTIVES,EDUCAÇÃO FÍSICA,A2,2017-2020
2212-0173,PROCEDIA TECHNOLOGY,BIOTECNOLOGIA,B3,2017-2020
2212-0416,ECOSYSTEM SERVICES,DIREITO,A1,2017-2020
2212-0947,WEATHER AND CLIMATE EXTREMES,MEDICINA VETERINÁRIA,A1,2017-2020
2212-0955,URBAN CLIMATE,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2212-0963,CLIMATE RISK MANAGEMENT,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,A1,2017-2020
2212-1099,VALUE IN HEALTH REGIONAL ISSUES (PRINT),MEDICINA I,B2,2017-2020
2212-134X,SPINE DEFORMITY,MEDICINA III,B1,2017-2020
2212-1447,JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,PSICOLOGIA,A3,2017-2020
2212-2672,JOURNAL OF THE ACADEMY OF NUTRITION AND DIETETICS,NUTRIÇÃO,A1,2017-2020
2212-277X,PERSPECTIVES ON MEDICAL EDUCATION,MEDICINA I,A2,2017-2020
2212-3881,CURRENT NUTRITION & FOOD SCIENCE,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
2212-3938,CURRENT CLINICAL PHARMACOLOGY,FARMÁCIA,C,2017-2020
2212-4012,RECENT PATENTS ON BIOTECHNOLOGY,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
2212-4179,PESSOA PLURAL,LINGUíSTICA E LITERATURA,B1,2017-2020
2212-4209,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2212-4268,JOURNAL OF ORAL BIOLOGY AND CRANIOFACIAL RESEARCH,ASTRONOMIA / FÍSICA,A3,2017-2020
2212-4292,FOOD BIOSCIENCE,MATERIAIS,A2,2017-2020
2212-4403,ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY,CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
2212-4411,"ORAL SURGERY, ORAL MEDICINE, ORAL PATHOLOGY AND ORAL RADIOLOGY",MEDICINA I,A2,2017-2020
2212-4438,JOURNAL OF THE WORLD FEDERATION OF ORTHODONTISTS,MEDICINA I,B2,2017-2020
2212-4780,JOURNAL OF FORENSIC RADIOLOGY AND IMAGING,MEDICINA I,B1,2017-2020
2212-4926,ADVANCES IN BIOLOGICAL REGULATION,CIÊNCIA DE ALIMENTOS,A1,2017-2020
2212-5531,INTERNATIONAL JOURNAL OF MYCOBATERIOLOGY,MEDICINA I,B2,2017-2020
2212-5558,"JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY, MEDICINE, AND PATHOLOGY",PSICOLOGIA,B2,2017-2020
2212-571X,JOURNAL OF DESTINATION MARKETING & MANAGEMENT,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A1,2017-2020
2212-6198,BIOACTIVE CARBOHYDRATES AND DIETARY FIBRE,INTERDISCIPLINAR,A3,2017-2020
2212-6287,ARTHROSCOPY TECHNIQUES,MEDICINA I,B1,2017-2020
2212-6716,AASRI PROCEDIA,ARTES,A1,2017-2020
2212-683X,BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES,COMUNICAÇÃO E INFORMAÇÃO,B1,2017-2020
2212-6864,PHYSICS OF THE DARK UNIVERSE,ASTRONOMIA / FÍSICA,A3,2017-2020
2212-697X,CLINICAL CANCER DRUGS,MEDICINA I,C,2017-2020
2212-7127,CURRENT BIOCHEMICAL ENGINEERING (ONLINE),CIÊNCIA DE ALIMENTOS,C,2017-2020
2212-7984,BENTHAM SCIENCE PUBLISHERS LTD.,MEDICINA II,A4,2017-2020
2212-8166,CLINICAL PLASMA MEDICINE,ENGENHARIAS IV,A3,2017-2020
2212-828X,THE JOURNAL OF THE ECONOMICS OF AGEING,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,A1,2017-2020
2212-8689,INTERNATIONAL JOURNAL OF CHILD-COMPUTER INTERACTION (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2212-8778,MOLECULAR METABOLISM,CIÊNCIA DE ALIMENTOS,A1,2017-2020
2212-8808,BIOMEDICAL SPECTROSCOPY AND IMAGING,FARMÁCIA,B4,2017-2020
2212-8956,EXARC JOURNAL,ANTROPOLOGIA / ARQUEOLOGIA,B4,2017-2020
2212-9588,ADVANCES IN INTEGRATIVE MEDICINE,SAÚDE COLETIVA,B2,2017-2020
2212-9685,EUPA OPEN PROTEOMICS,BIOTECNOLOGIA,B1,2017-2020
2212-9774,WINE ECONOMICS AND POLICY,INTERDISCIPLINAR,A1,2017-2020
2212-9790,MARITIME STUDIES,BIODIVERSIDADE,A3,2017-2020
2212-9820,JOURNAL OF CO2 UTILIZATION,CIÊNCIA DE ALIMENTOS,A1,2017-2020
2213-0071,RESPIRATORY MEDICINE CASE REPORTS,MEDICINA I,B2,2017-2020
2213-0489,LEUKEMIA RESEARCH REPORTS,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
2213-1337,ASTRONOMY AND COMPUTING,INTERDISCIPLINAR,A3,2017-2020
2213-1388,SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS AN INTERNATIONAL JOURNAL,ENGENHARIAS II,A2,2017-2020
2213-1582,NEUROIMAGE: CLINICAL,MEDICINA I,A2,2017-2020
2213-1779,JACC: HEART FAILURE,MEDICINA II,A1,2017-2020
2213-2198,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY IN PRACTICE,BIOTECNOLOGIA,A1,2017-2020
2213-2244,INTERNATIONAL JOURNAL FOR PARASITOLOGY: PARASITES AND WILDLIFE,MEDICINA I,A2,2017-2020
2213-2317,REDOX BIOLOGY,ODONTOLOGIA,A1,2017-2020
2213-2414,CURRENT CHROMATOGRAPHY,FARMÁCIA,C,2017-2020
2213-2600,THE LANCET RESPIRATORY MEDICINE,BIOTECNOLOGIA,A1,2017-2020
2213-2945,JOURNAL OF THE AMERICAN SOCIETY OF CYTOPATHOLOGY,MEDICINA I,B2,2017-2020
2213-297X,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",C,2017-2020
2213-3054,ANTHROPOCENE,ENGENHARIAS I,A1,2017-2020
2213-3232,EPILEPSY & BEHAVIOR CASE REPORTS,MEDICINA II,C,2017-2020
2213-3291,FOOD STRUCTURE,QUÍMICA,A3,2017-2020
2213-333X,JOURNAL OF VASCULAR SURGERY: VENOUS AND LYMPHATIC DISORDERS,MEDICINA I,A2,2017-2020
2213-3356,CURRENT MICROWAVE CHEMISTRY,ASTRONOMIA / FÍSICA,B4,2017-2020
2213-3380,CURRENT ORGANOCATALYSIS (ONLINE),QUÍMICA,B2,2017-2020
2213-3437,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
2213-347X,CURRENT GREEN CHEMISTRY,FARMÁCIA,B4,2017-2020
2213-3933,THE INTERNATIONAL JOURNAL OF ACCOUNTING,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A2,2017-2020
2213-4220,INTEGRATIVE MEDICINE RESEARCH,SAÚDE COLETIVA,A3,2017-2020
2213-4344,PHARMANUTRITION,MEDICINA I,A2,2017-2020
2213-4468,TIMING & TIME PERCEPTION,ENFERMAGEM,A4,2017-2020
2213-4530,FOOD SCIENCE AND HUMAN WELLNESS,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
2213-5316,JOURNAL OF PEER PRODUCTION,INTERDISCIPLINAR,A4,2017-2020
2213-5383,JOURNAL OF CANCER POLICY,MEDICINA I,B2,2017-2020
2213-5766,JOURNAL OF PEDIATRIC SURGERY CASE REPORTS,MEDICINA III,B3,2017-2020
2213-624X,CASE STUDIES ON TRANSPORT POLICY,ENGENHARIAS III,A2,2017-2020
2213-6533,"REVUE DE STOMATOLOGIE, DE CHIRURGIE MAXILLO-FACIALE ET DE CHIRURGIE ORALE",ODONTOLOGIA,B3,2017-2020
2213-6711,STEM CELL REPORTS,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2213-7165,JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE,ASTRONOMIA / FÍSICA,A3,2017-2020
2213-7793,SPRINGER SCIENCE REVIEWS,QUÍMICA,B4,2017-2020
2213-8102,TECHNOLOGY TRANSFER AND ENTREPRENEURSHIP,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B3,2017-2020
2213-8587,THE LANCET DIABETES & ENDOCRINOLOGY,MEDICINA I,A1,2017-2020
2213-879X,JOURNAL OF MICROSCOPY AND ULTRASTRUCTURE,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
2213-9095,WOUND MEDICINE,QUÍMICA,A4,2017-2020
2213-9567,JOURNAL OF MAGNESIUM AND ALLOYS,MATERIAIS,A1,2017-2020
2214-0085,BIOCHIMIE OPEN,MEDICINA I,A4,2017-2020
2214-031X,JOURNAL OF ORTHOPAEDIC TRANSLATION,MEDICINA I,A1,2017-2020
2214-109X,THE LANCET GLOBAL HEALTH,COMUNICAÇÃO E INFORMAÇÃO,A1,2017-2020
2214-1324,JOURNAL OF JESUIT STUDIES,PSICOLOGIA,B3,2017-2020
2214-1391,INTERNATIONAL JOURNAL OF AFRICA NURSING SCIENCES,ENFERMAGEM,A4,2017-2020
2214-1405,JOURNAL OF TRANSPORT & HEALTH,INTERDISCIPLINAR,A2,2017-2020
2214-157X,CASE STUDIES IN THERMAL ENGINEERING,INTERDISCIPLINAR,A1,2017-2020
2214-1588,TRENDS IN ENVIRONMENTAL ANALYTICAL CHEMISTRY,BIODIVERSIDADE,A1,2017-2020
2214-1677,JCRS ONLINE CASE REPORTS,CIÊNCIA DA COMPUTAÇÃO,B3,2017-2020
2214-1804,SENSING AND BIO-SENSING RESEARCH,BIOTECNOLOGIA,A2,2017-2020
2214-1812,ANALYTICAL CHEMISTRY RESEARCH,ENGENHARIAS II,B3,2017-2020
2214-2096,VEHICULAR COMMUNICATIONS,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2214-2126,JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,ENGENHARIAS IV,A3,2017-2020
2214-2509,ID CASES,INTERDISCIPLINAR,B3,2017-2020
2214-2894,FOOD PACKAGING AND SHELF LIFE,MATERIAIS,A2,2017-2020
2214-3009,"COMPLEXITY, GOVERNANCE & NETWORKS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
2214-3149,WAARDENWERK,SOCIOLOGIA,B3,2017-2020
2214-3157,INTERNATIONAL JOURNAL OF LANGUAGE AND CULTURE,LINGUíSTICA E LITERATURA,C,2017-2020
2214-3173,INFORMATION PROCESSING IN AGRICULTURE,CIÊNCIA DE ALIMENTOS,A1,2017-2020
2214-3300,HUMAN PATHOLOGY: CASE REPORTS,MEDICINA II,B4,2017-2020
2214-3602,JOURNAL OF NEUROMUSCULAR DISEASES,MEDICINA I,A4,2017-2020
2214-367X,TRAVEL BEHAVIOUR AND SOCIETY,ENGENHARIAS I,A2,2017-2020
2214-3882,ASIAN JOURNAL OF UROLOGY,MEDICINA I,A4,2017-2020
2214-3912,TRANSPORTATION GEOTECHNICS,ENGENHARIAS I,A2,2017-2020
2214-4048,JOURNAL OF HIGH ENERGY ASTROPHYSICS,ASTRONOMIA / FÍSICA,A3,2017-2020
2214-4269,MOLECULAR GENETICS AND METABOLISM REPORTS,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
2214-4420,UROLOGY CASE REPORTS,MEDICINA III,B3,2017-2020
2214-5095,CASE STUDIES IN CONSTRUCTION MATERIALS,ENGENHARIAS III,A2,2017-2020
2214-5141,THE CROP JOURNAL,CIÊNCIAS AGRÁRIAS I,A1,2017-2020
2214-5400,META GENE,BIOTECNOLOGIA,B3,2017-2020
2214-5419,ORAL AND MAXILLOFACIAL SURGERY CASES,ODONTOLOGIA,B2,2017-2020
2214-5524,LIFE SCIENCES IN SPACE RESEARCH (PRINT),CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
2214-5745,CURRENT OPINION IN INSECT SCIENCE,BIOTECNOLOGIA,A1,2017-2020
2214-5796,BIG DATA RESEARCH,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
2214-5818,JOURNAL OF HYDROLOGY: REGIONAL STUDIES,INTERDISCIPLINAR,A1,2017-2020
2214-6237,JOURNAL OF CLINICAL AND TRANSLATIONAL ENDOCRINOLOGY,ODONTOLOGIA,B3,2017-2020
2214-6245,JOURNAL OF CLINICAL AND TRANSLATIONAL ENDOCRINOLOGY: CASE REPORTS,CIÊNCIAS BIOLÓGICAS I,C,2017-2020
2214-6296,ENERGY RESEARCH & SOCIAL SCIENCE,INTERDISCIPLINAR,A1,2017-2020
2214-6350,JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,ECONOMIA,A2,2017-2020
2214-6628,CURRENT PLANT BIOLOGY,CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
2214-6695,VIROLOGY REPORTS,CIÊNCIAS BIOLÓGICAS III,C,2017-2020
2214-7144,JOURNAL OF WATER PROCESS ENGINEERING,ENGENHARIAS III,A2,2017-2020
2214-7160,OPERATIONS RESEARCH PERSPECTIVES,INTERDISCIPLINAR,A1,2017-2020
2214-7500,TOXICOLOGY REPORTS,EDUCAÇÃO FÍSICA,A3,2017-2020
2214-7519,INTERDISCIPLINARY NEUROSURGERY,MEDICINA III,B3,2017-2020
2214-7594,JOURNAL OF ZOO AND AQUARIUM RESEARCH,ZOOTECNIA / RECURSOS PESQUEIROS,B4,2017-2020
2214-7624,IJC METABOLIC & ENDOCRINE,MEDICINA II,B2,2017-2020
2214-7829,INTERNET INTERVENTIONS,SAÚDE COLETIVA,A3,2017-2020
2214-7861,JOURNAL OF APPLIED RESEARCH ON MEDICINAL AND AROMATIC PLANTS,ENGENHARIAS II,A2,2017-2020
2214-790X,THE EXTRACTIVE INDUSTRIES AND SOCIETY,INTERDISCIPLINAR,A1,2017-2020
2214-7993,CURRENT OPINION IN FOOD SCIENCE,CIÊNCIA DE ALIMENTOS,A1,2017-2020
2214-8043,JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A2,2017-2020
2214-854X,TRANSLATIONAL RESEARCH IN ANATOMY,ODONTOLOGIA,B2,2017-2020
2214-8604,ADDITIVE MANUFACTURING,INTERDISCIPLINAR,A1,2017-2020
2214-9112,CASE REPORTS IN WOMEN'S HEALTH,MEDICINA I,B3,2017-2020
2214-9937,SUSTAINABLE MATERIALS AND TECHNOLOGIES,CIÊNCIAS AMBIENTAIS,A1,2017-2020
2214-9996,ANNALS OF GLOBAL HEALTH,ENFERMAGEM,A3,2017-2020
2215-0013,SCHIZOPHRENIA RESEARCH: COGNITION,PSICOLOGIA,A3,2017-2020
2215-0161,METHODSX,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
2215-017X,BIOTECHNOLOGY REPORTS,FARMÁCIA,A2,2017-2020
2215-0218,JOURNAL OF SPORTS ANALYTICS,ECONOMIA,C,2017-2020
2215-0366,THE LANCET PSYCHIATRY,INTERDISCIPLINAR,A1,2017-2020
2215-0382,COLLOID AND INTERFACE SCIENCE COMMUNICATIONS,BIOTECNOLOGIA,A3,2017-2020
2215-0838,CURRENT TRADITIONAL MEDICINE (PRINT),BIOTECNOLOGIA,B3,2017-2020
2215-0986,"ENGINEERING SCIENCE AND TECHNOLOGY, AN INTERNATIONAL JOURNAL",ENGENHARIAS III,A1,2017-2020
2215-1532,"ENVIRONMENTAL NANOTECHNOLOGY, MONITORING & MANAGEMENT",CIÊNCIA DE ALIMENTOS,A1,2017-2020
2215-2075,INTERNATIONAL JOURNAL OF TROPICAL BIOLOGY AND CONSERVATION,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
2215-2458,INTERSEDES,"ARQUITETURA, URBANISMO E DESIGN",A1,2017-2020
2215-2466,REVISTA RUPTURAS,GEOGRAFIA,A4,2017-2020
2215-2504,REVISTA FORESTAL MESOAMERICANA KURU,CIÊNCIAS AGRÁRIAS I,B4,2017-2020
2215-2563,UNA,CIÊNCIAS AMBIENTAIS,B1,2017-2020
2215-2628,REVISTA DE FILOLOGÍA Y LINGÜÍSTICA DE LA UNIVERSIDAD DE COSTA RICA,PSICOLOGIA,A3,2017-2020
2215-2644,REVISTA EDUCACIÓN (COSTA RICA),INTERDISCIPLINAR,A1,2017-2020
2215-2652,INGENIERÍA,CIÊNCIAS BIOLÓGICAS III,B2,2017-2020
2215-3330,ENSAYOS PEDAGÓGICOS,EDUCAÇÃO,C,2017-2020
2215-3411,ODOVTOS - INTERNATIONAL JOURNAL OF DENTAL SCIENCES,ODONTOLOGIA,B3,2017-2020
2215-3462,E-AGRONEGOCIOS,ECONOMIA,C,2017-2020
2215-3535,ACTUALIDADES EN PSICOLOGÍA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A3,2017-2020
2215-3586,REVISTA PENSAMIENTO ACTUAL,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,B3,2017-2020
2215-4256,REVISTA HISPANOAMERICANA DE CIENCIAS DE LA SALUD,MEDICINA I,C,2017-2020
2215-4752,UNIVERSIDAD EN DIÁLOGO (ONLINE),CIÊNCIAS DA RELIGIÃO E TEOLOGIA,C,2017-2020
2215-4906,ESCENA,INTERDISCIPLINAR,A3,2017-2020
2215-5287,MEDICINA LEGAL DE COSTA RICA,ODONTOLOGIA,B3,2017-2020
2215-7727,CUADERNOS DE DESARROLLO RURAL,SOCIOLOGIA,B2,2017-2020
2215-8332,REVISTA IZQUIERDA,SERVIÇO SOCIAL,B4,2017-2020
2215-8421,VOCES Y SILENCIOS: REVISTA LATINOAMERICANA DE EDUCACIÓN,ENSINO,A3,2017-2020
2215-910X,SUMA DE NEGOCIOS,PSICOLOGIA,A3,2017-2020
2215-9355,NOTIMANI,GEOGRAFIA,A4,2017-2020
2215-969X,DEARQ: REVISTA DE ARQUITECTURA DE LA UNIVERSIDAD DE LOS ANDES,"ARQUITETURA, URBANISMO E DESIGN",A1,2017-2020
2215-9959,"CUADERNOS DE MUSICA, ARTES VISUALES Y ARTES ESCENICAS",LINGUíSTICA E LITERATURA,B1,2017-2020
2216-0159,PRÁXIS & SABER - REVISTA DE INVESTIGACIÓN Y PEDAGOGÍA,ENSINO,A2,2017-2020
2216-0280,INVESTIGACIÓN Y EDUCACION EN ENFERMERIA,ENSINO,A3,2017-2020
2216-0973,REVISTA CUIDARTE,MEDICINA I,B1,2017-2020
2216-1201,REVISTA COLOMBIANA DE CIENCIAS SOCIAIS,INTERDISCIPLINAR,A4,2017-2020
2216-1767,FORUM. REVISTA DEPARTAMENTO CIENCIA POLÍTICA,SAÚDE COLETIVA,B1,2017-2020
2217-2386,PANOECONOMICUS,ECONOMIA,A2,2017-2020
2217-2661,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT,ENGENHARIAS III,A4,2017-2020
2217-7965,TRIBOLOGY IN INDUSTRY,ENGENHARIAS IV,A4,2017-2020
2218-0559,EUREKA,MEDICINA II,B2,2017-2020
2218-0761,CUADERNOS DE LA ALFAL,LINGUíSTICA E LITERATURA,A3,2017-2020
2218-1989,METABOLITES,QUÍMICA,A3,2017-2020
2218-1997,UNIVERSE,MATERIAIS,B1,2017-2020
2218-2004,ATOMS,ODONTOLOGIA,B1,2017-2020
2218-273X,BIOMOLECULES,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
2218-3620,UNIVERSIDAD Y SOCIEDAD,ENSINO,A2,2017-2020
2218-4333,WORLD JOURNAL OF CLINICAL ONCOLOGY,CIÊNCIAS BIOLÓGICAS I,C,2017-2020
2218-5046,LETTERS ON MATERIALS,MATERIAIS,B1,2017-2020
2218-5836,WORLD JOURNAL OF ORTHOPEDICS,MEDICINA III,A3,2017-2020
2218-6050,OPEN JOURNAL OF VETERINARY MEDICINE,MEDICINA VETERINÁRIA,A4,2017-2020
2218-6220,WORLD JOURNAL OF OBSTETRICS AND GYNECOLOGY,SAÚDE COLETIVA,C,2017-2020
2218-6425,NEOTROPICAL HELMINTHOLOGY,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
2218-6581,ROBOTICS,INTERDISCIPLINAR,A4,2017-2020
2218-6719,REVISTA CUBANA DE TECNOLOGÍA DE LA SALUD,SAÚDE COLETIVA,C,2017-2020
2218-676X,TRANSLATIONAL CANCER RESEARCH (PRINT),BIOTECNOLOGIA,B3,2017-2020
2218-8185,JOURNAL OF CASE REPORTS,ODONTOLOGIA,B3,2017-2020
2219-1631,REVISTA ALAS CONTROVERSIAS Y CONCURRENCIAS LATINOAMERICANAS,SOCIOLOGIA,B2,2017-2020
2219-1933,INTERNATIONAL JOURNAL OF BUSINESS AND SOCIAL SCIENCE,LINGUíSTICA E LITERATURA,C,2017-2020
2219-2808,WORLD JOURNAL OF CLINICAL PEDIATRICS,CIÊNCIAS BIOLÓGICAS I,C,2017-2020
2219-2840,WORLD JOURNAL OF GASTROENTEROLOGY,FARMÁCIA,A2,2017-2020
2219-4029,JOURNAL OF LANGUAGE RELATIONSHIP,LINGUíSTICA E LITERATURA,C,2017-2020
2219-4665,VISION PAN-AMERICA,MEDICINA III,B4,2017-2020
2219-4673,VISION PAN-AMERICA,MEDICINA III,B4,2017-2020
2219-5440,FAR EAST JOURNAL OF PSYCHOLOGY AND BUSINESS,SOCIOLOGIA,B4,2017-2020
2219-5467,MONITORING OF PUBLIC OPINION: ECONOMIC AND SOCIAL CHANGES JOURNAL (PUBLIC OPINION MONITORING),SOCIOLOGIA,A1,2017-2020
2219-5688,PALESTINE JOURNAL OF MATHEMATICS,CIÊNCIAS AMBIENTAIS,A4,2017-2020
2219-6021,INTERNATIONAL JOURNAL OF BUSINESS AND SOCIAL SCIENCE,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",C,2017-2020
2219-6749,JOURNAL OF FORENSIC ODONTO-STOMATOLOGY,ODONTOLOGIA,B2,2017-2020
2219-6803,TRANSLATIONAL CANCER RESEARCH,MEDICINA III,B3,2017-2020
2220-2692,REVISTA DOMINICANA DE ECONOMÍA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,B4,2017-2020
2220-3141,WORLD JOURNAL OF CRITICAL CARE MEDICINE,MEDICINA I,C,2017-2020
2220-315X,WORLD JOURNAL OF EXPERIMENTAL MEDICINE,MEDICINA III,C,2017-2020
2220-3176,WORLD JOURNAL OF CLINICAL INFECTIOUS DISEASES,CIÊNCIAS BIOLÓGICAS I,C,2017-2020
2220-3206,WORLD JOURNAL OF PSYCHIATRY,EDUCAÇÃO FÍSICA,A3,2017-2020
2220-3230,WORLD JOURNAL OF TRANSPLANTATION,CIÊNCIAS BIOLÓGICAS III,B1,2017-2020
2220-5616,NEMATROPICA,INTERDISCIPLINAR,B3,2017-2020
2220-8488,INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE (IMPRESSO),ENSINO,C,2017-2020
2220-8860,PROCEEDINGS OF INTERNATIONAL ACADEMY OF ECOLOGY AND ENVIRONMENTAL SCIENCES,BIODIVERSIDADE,C,2017-2020
2220-8879,NETWORK BIOLOGY,BIODIVERSIDADE,B4,2017-2020
2220-9352,JOURNAL OF GOVERNANCE AND REGULATION (IMPRESSO),CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,B1,2017-2020
